first run , 2279.097263
O. J. Simpson , 2587.043858
Dog , 1166.21453
O. J. Simpson , 1116.487352
William Shakespeare , 1113.235315
Adam LaRoche , 1066.248175
Chicago Cubs , 1415.624517
Stephen Curry , 948.50634
Golden State Warriors , 1437.103206
The Bible , 1109.591974
Chevrolet , 1237.165238
Ford Mustang , 1148.328994
New York City , 1168.431556
Margarita , 1262.933244
University of North Carolina at Chapel Hill , 1047.19905
United States , 1091.730992
Moby , 1304.253708
Labrador Retriever , 1147.36257
Beer , 1244.253382
Duke Energy , 1053.201853
Fashion , 1331.819135
Wells Fargo , 893.859332
Water , 994.502096
Tom Clancys The Division , 1095.609005
US Senate , 2525.301226
SpongeBob SquarePants , 1233.60591
Antibiotics , 980.839255
Batman v Superman: Dawn of Justice , 1339.223697
Justin Bieber , 1184.033069
Donald Trump , 1059.57042
Donald Trump , 1181.365805
Pizza Hut , 1145.074664
The Bachelor , 1098.061211
Amazon.com , 932.287216
Albert Einstein , 985.47632
Christiano Ronaldo , 1008.474913
FC Barcelona , 1964.238871
Java , 914.764263
Happy Birthday to You , 1027.714253
Earth , 1273.5843
Ford Mustang , 1117.217536
Golden State Warriors , 1391.646506
Justin Bieber , 1119.7161
The Walking Dead , 1127.961762
John Kasich , 1083.285505
Jack Daniels , 893.649414
Ariana Grande , 1074.58442
Selena Gomez , 1038.765273
Nancy Regan , 1198.982436
Hulk Hogan , 1269.069637
Cat , 1153.537564
Horse , 1016.883893
Fish , 1112.341413
Bird , 1217.328909
Conor McGregor , 987.455068
Stephen Curry , 803.477426
LeBron James , 739.305314
Hulk Hogan , 1043.3564
Martin Luther King Jr. , 1174.934068
Marcia Clark , 917.858297
Dr. Seuss , 1040.335912
Madonna , 1128.03338
Babe Ruth , 1170.782563
Jackie Robinson , 1245.475757
Derek Jeter , 1428.492983
Alex Rodriguez , 1008.726235
New York Yankees , 1396.647336
Boston Red Sox , 1474.836299
New York Mets , 1546.004395
Washington Nationals , 1740.634759
LeBron James , 1391.49357
Kobe Bryant , 1152.873944
Michael Jordan , 1004.01909
Kyrie Irving , 1154.140676
Los Angeles Lakes , 1108.933363
Cleveland Cavaliers , 1162.404667
Chicago Bulls , 1353.967717
Duke Blue Devils mens basketball , 1270.068075
To Kill a Mockingbird , 1169.146608
The Great Gatsby , 1272.372887
Whiskey Tango Foxtrot , 1315.740706
Romeo and Juliet , 1339.655416
Honda , 1364.925425
Toyota , 1456.836996
Mercedes-Benz , 1126.459884
Dodge , 1044.087774
Chevrolet Camaro , 1230.527497
Honda Civic , 1233.604606
Jeep Wrangler , 1235.429231
Chevrolet Corvette , 1235.248843
Chicago , 1203.4937
Las Vegas , 1341.63358
Los Angeles , 1236.892473
Houston , 1223.568814
Martini , 1269.81189
Old Fashioned , 1208.432271
Bloody Mary , 1464.873231
Moscow mule , 1432.67757
Purdue University , 1145.419632
Texas A&M University , 1236.16284
Harvard University , 1289.830032
University of California Los Angeles , 1257.035053
Mexico , 1169.790795
India , 1121.093469
Canada , 1421.674583
