first run , 671.723259
O. J. Simpson , 778.46468
Dog , 368.623313
O. J. Simpson , 434.269844
William Shakespeare , 292.148551
Adam LaRoche , 180.377485
Chicago Cubs , 180.856145
Stephen Curry , 224.550463
Golden State Warriors , 256.578862
The Bible , 222.68984
Chevrolet , 172.265761
Ford Mustang , 1322.027972
New York City , 181.242543
Margarita , 195.55817
University of North Carolina at Chapel Hill , 310.492429
United States , 184.319955
Moby , 211.307533
Labrador Retriever , 237.428782
Beer , 178.880559
Duke Energy , 215.859689
Fashion , 149.469284
Wells Fargo , 178.783504
Water , 225.419556
Tom Clancys The Division , 202.423098
US Senate , 159.057052
SpongeBob SquarePants , 224.419781
Antibiotics , 173.653554
Batman v Superman: Dawn of Justice , 236.46855
Justin Bieber , 185.963612
Donald Trump , 189.199704
Donald Trump , 257.614327
Pizza Hut , 185.52509
The Bachelor , 180.855279
Amazon.com , 163.052091
Albert Einstein , 151.84307
Christiano Ronaldo , 196.978483
FC Barcelona , 169.218531
Java , 165.379685
Happy Birthday to You , 182.926796
Earth , 127.045937
Ford Mustang , 170.662506
Golden State Warriors , 188.748974
Justin Bieber , 356.780254
The Walking Dead , 345.56209
John Kasich , 169.53589
Jack Daniels , 149.573083
Ariana Grande , 242.39955
Selena Gomez , 200.412064
Nancy Regan , 269.058266
Hulk Hogan , 181.457708
Cat , 152.792983
Horse , 148.546619
Fish , 150.398583
Bird , 130.562207
Conor McGregor , 154.310965
Stephen Curry , 148.306646
LeBron James , 155.373801
Hulk Hogan , 264.167046
Martin Luther King Jr. , 181.325062
Marcia Clark , 147.54034
Dr. Seuss , 150.905176
Madonna , 207.204654
Babe Ruth , 171.530379
Jackie Robinson , 164.630786
Derek Jeter , 141.663363
Alex Rodriguez , 336.418664
New York Yankees , 180.925924
Boston Red Sox , 187.261174
New York Mets , 158.600143
Washington Nationals , 212.324704
LeBron James , 269.606095
Kobe Bryant , 151.218343
Michael Jordan , 151.75498
Kyrie Irving , 151.659363
Los Angeles Lakes , 280.431321
Cleveland Cavaliers , 211.152866
Chicago Bulls , 169.354513
Duke Blue Devils mens basketball , 251.856376
To Kill a Mockingbird , 181.878437
The Great Gatsby , 167.026214
Whiskey Tango Foxtrot , 198.340308
Romeo and Juliet , 274.912008
Honda , 138.765686
Toyota , 166.562185
Mercedes-Benz , 392.525614
Dodge , 165.29072
Chevrolet Camaro , 165.632039
Honda Civic , 149.470419
Jeep Wrangler , 150.816132
Chevrolet Corvette , 160.970634
Chicago , 152.584956
Las Vegas , 169.255534
Los Angeles , 236.219511
Houston , 167.706654
Martini , 165.340868
Old Fashioned , 152.050323
Bloody Mary , 157.84859
