first run , 1357.406404
O. J. Simpson , 1013.79952
Dog , 960.670979
O. J. Simpson , 1081.44254
William Shakespeare , 802.976829
Adam LaRoche , 806.504235
Chicago Cubs , 647.884833
Stephen Curry , 716.391952
Golden State Warriors , 827.378371
The Bible , 784.288953
Chevrolet , 664.757121
Ford Mustang , 728.124226
New York City , 753.589699
Margarita , 721.169897
University of North Carolina at Chapel Hill , 1011.701309
United States , 1438.278374
Moby , 958.083034
Labrador Retriever , 1018.185689
Beer , 948.367808
Duke Energy , 737.717227
Fashion , 660.744312
Wells Fargo , 969.64645
Water , 1048.701647
Tom Clancys The Division , 824.374148
US Senate , 959.655135
SpongeBob SquarePants , 735.625685
Antibiotics , 632.379956
Batman v Superman: Dawn of Justice , 818.331217
Justin Bieber , 829.744456
Donald Trump , 1092.498402
Donald Trump , 978.539015
Pizza Hut , 1027.402987
The Bachelor , 813.38496
Amazon.com , 860.832533
Albert Einstein , 647.128041
Christiano Ronaldo , 813.33418
FC Barcelona , 2251.778324
Java , 696.686819
Happy Birthday to You , 860.532451
Earth , 841.199372
Ford Mustang , 676.120365
Golden State Warriors , 761.400971
Justin Bieber , 974.653777
The Walking Dead , 732.435172
John Kasich , 939.126829
Jack Daniels , 1022.025335
Ariana Grande , 723.399307
Selena Gomez , 685.980256
Nancy Regan , 863.821328
Hulk Hogan , 680.204455
Cat , 807.741093
Horse , 832.771926
Fish , 713.955733
Bird , 975.215736
Conor McGregor , 860.004346
Stephen Curry , 556.639474
LeBron James , 674.452497
Hulk Hogan , 678.912364
Martin Luther King Jr. , 1000.134396
Marcia Clark , 745.296109
Dr. Seuss , 681.755481
Madonna , 810.720176
Babe Ruth , 692.031053
Jackie Robinson , 1254.06038
Derek Jeter , 807.042105
Alex Rodriguez , 706.266887
New York Yankees , 658.255002
Boston Red Sox , 736.633935
New York Mets , 749.953544
Washington Nationals , 783.275205
LeBron James , 578.586145
Kobe Bryant , 650.201906
Michael Jordan , 950.363768
Kyrie Irving , 828.03576
Los Angeles Lakes , 844.790849
Cleveland Cavaliers , 740.082445
Chicago Bulls , 956.221138
Duke Blue Devils mens basketball , 912.530332
To Kill a Mockingbird , 852.988073
The Great Gatsby , 919.004643
Whiskey Tango Foxtrot , 836.769493
Romeo and Juliet , 972.584238
Honda , 727.906486
Toyota , 928.768955
Mercedes-Benz , 761.230406
Dodge , 721.477004
